Record ID,title,abstract,domain_category,domain_source,domain_excerpt,F2_status,F2_source,F2_excerpt,F2_reasoning,F3_status,F3_source,F3_excerpt,F3_reasoning,F4_status,F4_source,F4_excerpt,F4_reasoning,F5_status,F5_source,F5_excerpt,F5_reasoning,F6_status,F6_source,F6_excerpt,F6_reasoning,F7_status,F7_source,F7_excerpt,F7_reasoning,F8_status,F8_source,F8_excerpt,F8_reasoning,F2_to_F3_status,F2_to_F3_source,F2_to_F3_excerpt,F2_to_F3_reasoning,F4_to_F3_status,F4_to_F3_source,F4_to_F3_excerpt,F4_to_F3_reasoning,F5_to_F6_status,F5_to_F6_source,F5_to_F6_excerpt,F5_to_F6_reasoning,multi_primary_status,tracking_only,hard_cap,penalty_points,raw_score,final_score,predicted_relevance,explicit_primary_relationships,explicit_primary_features,rank,noise_flags,gate_evidence,penalty_evidence,domain_points,F2_points,F3_points,F4_points,F5_points,F6_points,F7_points,F8_points,F2_to_F3_points,F4_to_F3_points,F5_to_F6_points,multi_primary_points
BC001-C047EC90B27A,Firearm with fingerprint recognition and electronic-control percussion function,"The invention discloses a firearm with fingerprint recognition and electronic-control percussion functions. The firearm has the advantages that a fingerprint recognition device is arranged on the front surface of a trigger of the firearm, bullets can be percussed under electronic control of the firearm, fingerprints of a firearm holder are read by the fingerprint recognition device on the front surface of the trigger when the firearm holder pulls the trigger, a control circuit can be connected with an electronic-control coil if the firearm holder is authorized to use the firearm, accordingly, the bullets can be impacted by a firing pin of an armature and can be discharged under the electronic control of the firearm, and problems of unauthorized use of existing firearms and accidental discharge of the existing firearms can be solved.",firearm,title,Firearm with fingerprint recognition and electronic-control percussion function,E,title,Firearm with fingerprint recognition and electronic-control percussion function,,E,abstract,"The firearm has the advantages that a fingerprint recognition device is arranged on the front surface of a trigger of the firearm, bullets can be percussed under electronic control of the firearm, fingerprints of a firearm holder are read by the fingerprint recognition device on the front surface of the trigger when the firearm holder pulls the trigger, a control circuit can be connected with an electronic-control coil if the firearm holder is authorized to use the firearm, accordingly, the bullets can be impacted by a firing pin of an armature and can be discharged under the electronic control of the firearm, and problems of unauthorized use of existing firearms and accidental discharge of the existing firearms can be solved.",,A,,,,A,,,,A,,,,A,,,,A,,,,E,abstract,"The firearm has the advantages that a fingerprint recognition device is arranged on the front surface of a trigger of the firearm, bullets can be percussed under electronic control of the firearm, fingerprints of a firearm holder are read by the fingerprint recognition device on the front surface of the trigger when the firearm holder pulls the trigger, a control circuit can be connected with an electronic-control coil if the firearm holder is authorized to use the firearm, accordingly, the bullets can be impacted by a firing pin of an armature and can be discharged under the electronic control of the firearm, and problems of unauthorized use of existing firearms and accidental discharge of the existing firearms can be solved.",,A,,,,A,,,,2 established; 2 explicit,False,100,0,52.0,52.0,M,1,2,21,[],{},{},10.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
BC001-DA1021F1705A,Gun trigger locking fingerprint lock and control method,"The invention belongs to the technical field of firearm safety devices, in particular to a gun trigger locking fingerprint lock and a control method thereof, the fingerprint lock comprises an upper lock body, a lower lock body, a fingerprint identification module, a motor driving mechanism, a locking mechanism, a mechanical key unlocking mechanism and a control circuit, wherein the upper lock body and the lower lock body can be separated from each other. The invention ensures physical safety through the mechanical engagement structure of the ratchet wheel-lock cylinder, ensures the reliability of action through the transmission mode of the cam-push rod, combines the control logic of the delayed automatic reset, realizes the intelligent control of the one-touch instant opening and the automatic reset, simultaneously reserves an extremely simple mechanical emergency unlocking means and perfectly balances convenience and safety.",firearm,title,Gun trigger locking fingerprint lock and control method,E,abstract,"The invention belongs to the technical field of firearm safety devices, in particular to a gun trigger locking fingerprint lock and a control method thereof, the fingerprint lock comprises an upper lock body, a lower lock body, a fingerprint identification module, a motor driving mechanism, a locking mechanism, a mechanical key unlocking mechanism and a control circuit, wherein the upper lock body and the lower lock body can be separated from each other.",,E,abstract,"The invention belongs to the technical field of firearm safety devices, in particular to a gun trigger locking fingerprint lock and a control method thereof, the fingerprint lock comprises an upper lock body, a lower lock body, a fingerprint identification module, a motor driving mechanism, a locking mechanism, a mechanical key unlocking mechanism and a control circuit, wherein the upper lock body and the lower lock body can be separated from each other.",,A,,,,A,,,,A,,,,A,,,,A,,,,E,abstract,"The invention belongs to the technical field of firearm safety devices, in particular to a gun trigger locking fingerprint lock and a control method thereof, the fingerprint lock comprises an upper lock body, a lower lock body, a fingerprint identification module, a motor driving mechanism, a locking mechanism, a mechanical key unlocking mechanism and a control circuit, wherein the upper lock body and the lower lock body can be separated from each other.",,A,,,,A,,,,2 established; 2 explicit,False,100,0,52.0,52.0,M,1,2,22,[],{},{},10.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
BC001-E28BE74AE279,Novel intelligence bullet cabinet,"The utility model discloses a novel intelligence bullet cabinet, the positive upper right corner of rifle cabinet body is equipped with the touch machine, touch machine next door is equipped with fingerprint identification module, be provided with the trick lock on the cabinet door of the right side, the trick lock next door is equipped with the cabinet door handle, be provided with the key lock on the cabinet door of a left side, the inside upper left side of rifle cabinet body is provided with two sub - magazines and a plurality of trench of placing gun, all be provided with the gun lock in the middle of the trench, gravity sensor is equipped with to the trench bottom, the inside lower right corner of rifle cabinet body is equipped with the UPS power, UPS power top is equipped with the control mainboard, the control mainboard upper right corner is provided with two ethernet interfaces, the lower right corner is provided with a plurality of signal output interfaces on the control mainboard, control mainboard left side is provided with a plurality of signal input interfaces, the control mainboard passes through the ethernet interface and is connected with the touch -control machine, the utility model discloses simple structure, the stable performance is reliable, reasonable in design, warehouse management safety is high -efficient, electronic information ization degree height, easy operation is swift, can reduce worker labor intensity.",firearm,abstract,"The utility model discloses a novel intelligence bullet cabinet, the positive upper right corner of rifle cabinet body is equipped with the touch machine, touch machine next door is equipped with fingerprint identification module, be provided with the trick lock on the cabinet door of the right side, the trick lock next door is equipped with the cabinet door handle, be provided with the key lock on the cabinet door of a left side, the inside upper left side of rifle cabinet body is provided with two sub - magazines and a plurality of trench of placing gun, all be provided with the gun lock in the middle of the trench, gravity sensor is equipped with to the trench bottom, the inside lower right corner of rifle cabinet body is equipped with the UPS power, UPS power top is equipped with the control mainboard, the control mainboard upper right corner is provided with two ethernet interfaces, the lower right corner is provided with a plurality of signal output interfaces on the control mainboard, control mainboard left side is provided with a plurality of signal input interfaces, the control mainboard passes through the ethernet interface and is connected with the touch -control machine, the utility model discloses simple structure, the stable performance is reliable, reasonable in design, warehouse management safety is high -efficient, electronic information ization degree height, easy operation is swift, can reduce worker labor intensity.",E,abstract,"The utility model discloses a novel intelligence bullet cabinet, the positive upper right corner of rifle cabinet body is equipped with the touch machine, touch machine next door is equipped with fingerprint identification module, be provided with the trick lock on the cabinet door of the right side, the trick lock next door is equipped with the cabinet door handle, be provided with the key lock on the cabinet door of a left side, the inside upper left side of rifle cabinet body is provided with two sub - magazines and a plurality of trench of placing gun, all be provided with the gun lock in the middle of the trench, gravity sensor is equipped with to the trench bottom, the inside lower right corner of rifle cabinet body is equipped with the UPS power, UPS power top is equipped with the control mainboard, the control mainboard upper right corner is provided with two ethernet interfaces, the lower right corner is provided with a plurality of signal output interfaces on the control mainboard, control mainboard left side is provided with a plurality of signal input interfaces, the control mainboard passes through the ethernet interface and is connected with the touch -control machine, the utility model discloses simple structure, the stable performance is reliable, reasonable in design, warehouse management safety is high -efficient, electronic information ization degree height, easy operation is swift, can reduce worker labor intensity.",,E,abstract,"The utility model discloses a novel intelligence bullet cabinet, the positive upper right corner of rifle cabinet body is equipped with the touch machine, touch machine next door is equipped with fingerprint identification module, be provided with the trick lock on the cabinet door of the right side, the trick lock next door is equipped with the cabinet door handle, be provided with the key lock on the cabinet door of a left side, the inside upper left side of rifle cabinet body is provided with two sub - magazines and a plurality of trench of placing gun, all be provided with the gun lock in the middle of the trench, gravity sensor is equipped with to the trench bottom, the inside lower right corner of rifle cabinet body is equipped with the UPS power, UPS power top is equipped with the control mainboard, the control mainboard upper right corner is provided with two ethernet interfaces, the lower right corner is provided with a plurality of signal output interfaces on the control mainboard, control mainboard left side is provided with a plurality of signal input interfaces, the control mainboard passes through the ethernet interface and is connected with the touch -control machine, the utility model discloses simple structure, the stable performance is reliable, reasonable in design, warehouse management safety is high -efficient, electronic information ization degree height, easy operation is swift, can reduce worker labor intensity.",,A,,,,A,,,,A,,,,A,,,,A,,,,E,abstract,"The utility model discloses a novel intelligence bullet cabinet, the positive upper right corner of rifle cabinet body is equipped with the touch machine, touch machine next door is equipped with fingerprint identification module, be provided with the trick lock on the cabinet door of the right side, the trick lock next door is equipped with the cabinet door handle, be provided with the key lock on the cabinet door of a left side, the inside upper left side of rifle cabinet body is provided with two sub - magazines and a plurality of trench of placing gun, all be provided with the gun lock in the middle of the trench, gravity sensor is equipped with to the trench bottom, the inside lower right corner of rifle cabinet body is equipped with the UPS power, UPS power top is equipped with the control mainboard, the control mainboard upper right corner is provided with two ethernet interfaces, the lower right corner is provided with a plurality of signal output interfaces on the control mainboard, control mainboard left side is provided with a plurality of signal input interfaces, the control mainboard passes through the ethernet interface and is connected with the touch -control machine, the utility model discloses simple structure, the stable performance is reliable, reasonable in design, warehouse management safety is high -efficient, electronic information ization degree height, easy operation is swift, can reduce worker labor intensity.",,A,,,,A,,,,2 established; 2 explicit,False,100,0,52.0,52.0,M,1,2,23,[],{},{},10.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
BC001-2CA9E9E96AE1,Biometric trigger lock,"A biometric trigger lock to be removably installed on a pistol, the biometric trigger lock including a first body, including a biometric sensor disposed on a surface of the first body, and a latching mechanism disposed within the first body and electrically connected to the biometric sensor to move from a latched position to an unlatched position in response to a finger of an authorized user touching the biometric sensor, and a second body, including a pin extending from a side portion of the second body and including a latching tip to detachably connect to the latching mechanism.",attached_firing_control,title,Biometric trigger lock,E,abstract,"A biometric trigger lock to be removably installed on a pistol, the biometric trigger lock including a first body, including a biometric sensor disposed on a surface of the first body, and a latching mechanism disposed within the first body and electrically connected to the biometric sensor to move from a latched position to an unlatched position in response to a finger of an authorized user touching the biometric sensor, and a second body, including a pin extending from a side portion of the second body and including a latching tip to detachably connect to the latching mechanism.",,E,abstract,"A biometric trigger lock to be removably installed on a pistol, the biometric trigger lock including a first body, including a biometric sensor disposed on a surface of the first body, and a latching mechanism disposed within the first body and electrically connected to the biometric sensor to move from a latched position to an unlatched position in response to a finger of an authorized user touching the biometric sensor, and a second body, including a pin extending from a side portion of the second body and including a latching tip to detachably connect to the latching mechanism.",,A,,,,A,,,,A,,,,A,,,,A,,,,E,abstract,"A biometric trigger lock to be removably installed on a pistol, the biometric trigger lock including a first body, including a biometric sensor disposed on a surface of the first body, and a latching mechanism disposed within the first body and electrically connected to the biometric sensor to move from a latched position to an unlatched position in response to a finger of an authorized user touching the biometric sensor, and a second body, including a pin extending from a side portion of the second body and including a latching tip to detachably connect to the latching mechanism.",,A,,,,A,,,,2 established; 2 explicit,False,100,0,50.0,50.0,M,1,2,24,[],{},{},8.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
BC001-5580B4755680,Pistol anti-robbery protection device,"A handgun tamper-evident device comprising an integral sensing fingerprint identification device electrically linking more than one locking device to form a protective device mounted on a barrel, a waistband, or a gun strap, the locking device of which may be provided at one end of the barrel and the buckle strap, or at a corresponding gun bow within the barrel, or at a waistband buckle, or at a strap buckle, The body sensing fingerprint identification device is mounted on the surface of the barrel, or at the waistband buckle, or at the strap buckle, and is unlocked by pressing the first power source for activation, and then the fingerprint identification mechanism is activated to identify the person who is correct by simultaneously firing a lock at the bow and a lock at one end of the buckle, thereby removing the gun from service immediately, not only safely controlling the use of the gun branch, but also effectively preventing the use of the gun branch.",attached_firing_control,abstract,"A handgun tamper-evident device comprising an integral sensing fingerprint identification device electrically linking more than one locking device to form a protective device mounted on a barrel, a waistband, or a gun strap, the locking device of which may be provided at one end of the barrel and the buckle strap, or at a corresponding gun bow within the barrel, or at a waistband buckle, or at a strap buckle, The body sensing fingerprint identification device is mounted on the surface of the barrel, or at the waistband buckle, or at the strap buckle, and is unlocked by pressing the first power source for activation, and then the fingerprint identification mechanism is activated to identify the person who is correct by simultaneously firing a lock at the bow and a lock at one end of the buckle, thereby removing the gun from service immediately, not only safely controlling the use of the gun branch, but also effectively preventing the use of the gun branch.",E,abstract,"A handgun tamper-evident device comprising an integral sensing fingerprint identification device electrically linking more than one locking device to form a protective device mounted on a barrel, a waistband, or a gun strap, the locking device of which may be provided at one end of the barrel and the buckle strap, or at a corresponding gun bow within the barrel, or at a waistband buckle, or at a strap buckle, The body sensing fingerprint identification device is mounted on the surface of the barrel, or at the waistband buckle, or at the strap buckle, and is unlocked by pressing the first power source for activation, and then the fingerprint identification mechanism is activated to identify the person who is correct by simultaneously firing a lock at the bow and a lock at one end of the buckle, thereby removing the gun from service immediately, not only safely controlling the use of the gun branch, but also effectively preventing the use of the gun branch.",,E,abstract,"A handgun tamper-evident device comprising an integral sensing fingerprint identification device electrically linking more than one locking device to form a protective device mounted on a barrel, a waistband, or a gun strap, the locking device of which may be provided at one end of the barrel and the buckle strap, or at a corresponding gun bow within the barrel, or at a waistband buckle, or at a strap buckle, The body sensing fingerprint identification device is mounted on the surface of the barrel, or at the waistband buckle, or at the strap buckle, and is unlocked by pressing the first power source for activation, and then the fingerprint identification mechanism is activated to identify the person who is correct by simultaneously firing a lock at the bow and a lock at one end of the buckle, thereby removing the gun from service immediately, not only safely controlling the use of the gun branch, but also effectively preventing the use of the gun branch.",,A,,,,A,,,,A,,,,A,,,,A,,,,E,abstract,"A handgun tamper-evident device comprising an integral sensing fingerprint identification device electrically linking more than one locking device to form a protective device mounted on a barrel, a waistband, or a gun strap, the locking device of which may be provided at one end of the barrel and the buckle strap, or at a corresponding gun bow within the barrel, or at a waistband buckle, or at a strap buckle, The body sensing fingerprint identification device is mounted on the surface of the barrel, or at the waistband buckle, or at the strap buckle, and is unlocked by pressing the first power source for activation, and then the fingerprint identification mechanism is activated to identify the person who is correct by simultaneously firing a lock at the bow and a lock at one end of the buckle, thereby removing the gun from service immediately, not only safely controlling the use of the gun branch, but also effectively preventing the use of the gun branch.",,A,,,,A,,,,2 established; 2 explicit,False,100,0,50.0,50.0,M,1,2,25,[],{},{},8.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
BC001-94BCFC96EEDF,Intelligent trigger lock,An intelligent trigger lock employs biometric authentication for securely locking a firearm by blocking access to a trigger. The intelligent trigger lock includes: a housing formed to the contours of the firearm; a cavity within the housing configured to receive the trigger; a locking pin inserted through the housing; a contact point; electronic circuitry operable to release the locking pin upon receiving biometric authentication; and a power source.,attached_firing_control,title,Intelligent trigger lock,E,abstract,An intelligent trigger lock employs biometric authentication for securely locking a firearm by blocking access to a trigger.,,E,abstract,The intelligent trigger lock includes: a housing formed to the contours of the firearm; a cavity within the housing configured to receive the trigger; a locking pin inserted through the housing; a contact point; electronic circuitry operable to release the locking pin upon receiving biometric authentication; and a power source.,,A,,,,A,,,,A,,,,A,,,,A,,,,E,abstract,The intelligent trigger lock includes: a housing formed to the contours of the firearm; a cavity within the housing configured to receive the trigger; a locking pin inserted through the housing; a contact point; electronic circuitry operable to release the locking pin upon receiving biometric authentication; and a power source.,,A,,,,A,,,,2 established; 2 explicit,False,100,0,50.0,50.0,M,1,2,26,[],{},{},8.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
BC001-B01A4A11D21B,Gun trigger lock,"The invention relates to the technical field of gun trigger locks, in particular to a gun trigger lock, in a locking state, a user uses fingerprints set in a fingerprint module on a circuit board by himself to unlock the lock, in the locking state, a supporting rod of a cam faces downwards and is not in contact with a spring bolt piece, and in the locking state, the supporting rod of the cam is not in contact with the spring bolt piece. The lock tongue head of the lock tongue piece extends into the lock hook side clamping groove of the lock hook piece, so that the lock hook piece cannot be pulled out, connection of the upper shell and the lower shell of the lock is achieved, a locked object located between the upper shell and the lower shell cannot be separated out, and the locking function is achieved. In the unlocking state, after fingerprint recognition succeeds, the motor is started, the cam is driven to rotate, the first matching inclined face on the cam abuts against the second matching inclined face on the vertical push plate, the spring bolt piece is driven to be away from the lock hook side clamping groove, the spring bolt is made to be separated from the lock hook side clamping groove, separation of the upper shell and the lower shell is achieved, and the gun trigger lock is opened.",attached_firing_control,title,Gun trigger lock,E,abstract,"In the unlocking state, after fingerprint recognition succeeds, the motor is started, the cam is driven to rotate, the first matching inclined face on the cam abuts against the second matching inclined face on the vertical push plate, the spring bolt piece is driven to be away from the lock hook side clamping groove, the spring bolt is made to be separated from the lock hook side clamping groove, separation of the upper shell and the lower shell is achieved, and the gun trigger lock is opened.",,E,abstract,"In the unlocking state, after fingerprint recognition succeeds, the motor is started, the cam is driven to rotate, the first matching inclined face on the cam abuts against the second matching inclined face on the vertical push plate, the spring bolt piece is driven to be away from the lock hook side clamping groove, the spring bolt is made to be separated from the lock hook side clamping groove, separation of the upper shell and the lower shell is achieved, and the gun trigger lock is opened.",,A,,,,A,,,,A,,,,A,,,,A,,,,E,abstract,"In the unlocking state, after fingerprint recognition succeeds, the motor is started, the cam is driven to rotate, the first matching inclined face on the cam abuts against the second matching inclined face on the vertical push plate, the spring bolt piece is driven to be away from the lock hook side clamping groove, the spring bolt is made to be separated from the lock hook side clamping groove, separation of the upper shell and the lower shell is achieved, and the gun trigger lock is opened.",,A,,,,A,,,,2 established; 2 explicit,False,100,0,50.0,50.0,M,1,2,27,[],{},{},8.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
BC001-CA7B0B221CD0,Firearm security device,"A firearm security device removably connected to at least a portion of a firearm, the firearm security device including a biometric sensor to scan a physical characteristic of a user and send biometric data therefrom, a control unit running a program thereon and connected to the biometric sensor to compare the biometric data received from the biometric sensor to user data to determine whether the user is an authorized user of the firearm, and a locking pin disposed on a trigger bar of the firearm and connected to the control unit to prevent use of the firearm until the control unit determines the user is authorized to use the firearm.",attached_firing_control,abstract,"A firearm security device removably connected to at least a portion of a firearm, the firearm security device including a biometric sensor to scan a physical characteristic of a user and send biometric data therefrom, a control unit running a program thereon and connected to the biometric sensor to compare the biometric data received from the biometric sensor to user data to determine whether the user is an authorized user of the firearm, and a locking pin disposed on a trigger bar of the firearm and connected to the control unit to prevent use of the firearm until the control unit determines the user is authorized to use the firearm.",E,abstract,"A firearm security device removably connected to at least a portion of a firearm, the firearm security device including a biometric sensor to scan a physical characteristic of a user and send biometric data therefrom, a control unit running a program thereon and connected to the biometric sensor to compare the biometric data received from the biometric sensor to user data to determine whether the user is an authorized user of the firearm, and a locking pin disposed on a trigger bar of the firearm and connected to the control unit to prevent use of the firearm until the control unit determines the user is authorized to use the firearm.",,E,abstract,"A firearm security device removably connected to at least a portion of a firearm, the firearm security device including a biometric sensor to scan a physical characteristic of a user and send biometric data therefrom, a control unit running a program thereon and connected to the biometric sensor to compare the biometric data received from the biometric sensor to user data to determine whether the user is an authorized user of the firearm, and a locking pin disposed on a trigger bar of the firearm and connected to the control unit to prevent use of the firearm until the control unit determines the user is authorized to use the firearm.",,A,,,,A,,,,A,,,,A,,,,A,,,,E,abstract,"A firearm security device removably connected to at least a portion of a firearm, the firearm security device including a biometric sensor to scan a physical characteristic of a user and send biometric data therefrom, a control unit running a program thereon and connected to the biometric sensor to compare the biometric data received from the biometric sensor to user data to determine whether the user is an authorized user of the firearm, and a locking pin disposed on a trigger bar of the firearm and connected to the control unit to prevent use of the firearm until the control unit determines the user is authorized to use the firearm.",,A,,,,A,,,,2 established; 2 explicit,False,100,0,50.0,50.0,M,1,2,28,[],{},{},8.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
BC001-D9937732CD71,Special messengerization intelligent recognition is alert to manage device with gun,"The embodiment of the utility model provides a special messengerization intelligent recognition is alert to manage device with gun. The device includes: singlechip, lock body unit, intelligent recognition unit, positioning unit, communication unit and electrical unit. The singlechip is connected with other five units respectively in placing gun in, and the lock body unit includes trigger lock andgun case lock, and the intelligent recognition unit adopts fingerprint identification, and positioning unit adopts the GPS unit, and communication unit includes bluetooth unit and GPRS unit, the fingerprint data of typeeing in advance in intelligent recognition unit collection user's fingerprint and the singlechip are compared, and the singlechip passes through the geographical positional information of GPRS unit real time transport gun according to the switching of comparison result control trigger lock, GPS unit, and electrical unit charges for gun end mains operated through wireless. The utility model discloses can realize alert special messengerization with gun, gun are locked from the hand promptly, are grabbed the unable gun that use of back the other side at gun, utilize the real -time navigation capability to give gun for change after gun are lost.",attached_firing_control,abstract,"The singlechip is connected with other five units respectively in placing gun in, and the lock body unit includes trigger lock andgun case lock, and the intelligent recognition unit adopts fingerprint identification, and positioning unit adopts the GPS unit, and communication unit includes bluetooth unit and GPRS unit, the fingerprint data of typeeing in advance in intelligent recognition unit collection user's fingerprint and the singlechip are compared, and the singlechip passes through the geographical positional information of GPRS unit real time transport gun according to the switching of comparison result control trigger lock, GPS unit, and electrical unit charges for gun end mains operated through wireless.",E,abstract,"The singlechip is connected with other five units respectively in placing gun in, and the lock body unit includes trigger lock andgun case lock, and the intelligent recognition unit adopts fingerprint identification, and positioning unit adopts the GPS unit, and communication unit includes bluetooth unit and GPRS unit, the fingerprint data of typeeing in advance in intelligent recognition unit collection user's fingerprint and the singlechip are compared, and the singlechip passes through the geographical positional information of GPRS unit real time transport gun according to the switching of comparison result control trigger lock, GPS unit, and electrical unit charges for gun end mains operated through wireless.",,E,abstract,"The singlechip is connected with other five units respectively in placing gun in, and the lock body unit includes trigger lock andgun case lock, and the intelligent recognition unit adopts fingerprint identification, and positioning unit adopts the GPS unit, and communication unit includes bluetooth unit and GPRS unit, the fingerprint data of typeeing in advance in intelligent recognition unit collection user's fingerprint and the singlechip are compared, and the singlechip passes through the geographical positional information of GPRS unit real time transport gun according to the switching of comparison result control trigger lock, GPS unit, and electrical unit charges for gun end mains operated through wireless.",,A,,,,A,,,,A,,,,A,,,,A,,,,E,abstract,"The singlechip is connected with other five units respectively in placing gun in, and the lock body unit includes trigger lock andgun case lock, and the intelligent recognition unit adopts fingerprint identification, and positioning unit adopts the GPS unit, and communication unit includes bluetooth unit and GPRS unit, the fingerprint data of typeeing in advance in intelligent recognition unit collection user's fingerprint and the singlechip are compared, and the singlechip passes through the geographical positional information of GPRS unit real time transport gun according to the switching of comparison result control trigger lock, GPS unit, and electrical unit charges for gun end mains operated through wireless.",,A,,,,A,,,,2 established; 2 explicit,True,100,0,50.0,50.0,M,1,2,29,[],{},{},8.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
BC001-DDE6DAE00B5F,Intelligent gun lock,"The utility model discloses an intelligent gun lock. Gun lock comprising a gun lock body, the gun lock body is provided with an intelligent controller, a fingerprint recognition device, a storage device, a data interface, a mechanical lock, an alarm, a power supply, a control key and an indicator lamp. A locking groove is formed in one side of the gun lock main body; a gun lock automatic driving lock hook matched with the mechanical lock is mounted in the locking groove; a circular placement groove is formed in the inner wall of one side, far away from the opening, of the locking groove; a fixing shaft is welded to the inner wall of the side, away from the opening, of the circular containing groove, a clamping groove is formed in the side, close to the opening, of the fixing shaft, clamping bases elastically hinged to the fixing shaft are arranged on the four sides of the clamping groove, the four clamping bases are jointly fixed to the same clamping block, and the clamping block and the clamping groove are movably installed. The locking device is economical and practical, and the sensor is simple to disassemble in the locking groove, so that the sensor is convenient to replace.",attached_firing_control,title,Intelligent gun lock,E,abstract,"Gun lock comprising a gun lock body, the gun lock body is provided with an intelligent controller, a fingerprint recognition device, a storage device, a data interface, a mechanical lock, an alarm, a power supply, a control key and an indicator lamp.",,E,abstract,"Gun lock comprising a gun lock body, the gun lock body is provided with an intelligent controller, a fingerprint recognition device, a storage device, a data interface, a mechanical lock, an alarm, a power supply, a control key and an indicator lamp.",,A,,,,A,,,,A,,,,A,,,,A,,,,E,abstract,"Gun lock comprising a gun lock body, the gun lock body is provided with an intelligent controller, a fingerprint recognition device, a storage device, a data interface, a mechanical lock, an alarm, a power supply, a control key and an indicator lamp.",,A,,,,A,,,,2 established; 2 explicit,False,100,0,50.0,50.0,M,1,2,30,[],{},{},8.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
BC001-F135B46A4984,Biometric gun lock,"A gun lock device and firearm security system configured to prevent unauthorized use of a firearm. The gun lock device includes a lower housing, an upper housing, and a locking mechanism comprising a motor and a latch pin. The latch pin is actuated by the motor to engage or disengage a catch pin, thereby locking or unlocking the device. A control circuit, powered by an internal power source, controls the motor based on external signals, which may be received wirelessly. The system further includes a mobile device that captures biometric data, such as a fingerprint, and communicates with the control circuit to authorize unlocking of the gun lock. A cable is connected to the gun lock device to provide additional physical security. Tamper detection sensors and an audible alert system can also be integrated to enhance security and provide feedback upon unlocking attempts.",attached_firing_control,title,Biometric gun lock,E,abstract,"The system further includes a mobile device that captures biometric data, such as a fingerprint, and communicates with the control circuit to authorize unlocking of the gun lock.",,E,abstract,"The system further includes a mobile device that captures biometric data, such as a fingerprint, and communicates with the control circuit to authorize unlocking of the gun lock.",,A,,,,A,,,,A,,,,A,,,,A,,,,E,abstract,"The system further includes a mobile device that captures biometric data, such as a fingerprint, and communicates with the control circuit to authorize unlocking of the gun lock.",,A,,,,A,,,,2 established; 2 explicit,False,100,0,50.0,50.0,M,1,2,31,[],{},{},8.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
BC001-E29EB3FB218C,Gun System and Gun Control Management System Prohibit Gun Violence in Reactive and Proactive,"The Gun System and Gun-Control Management System is a two part system to thwart gun violence in any places. The Gun System is a microprocessor with memory and supporting components that are embedded in the gun. The CPU of the Gun System executes software with data from the memory to identify authorized users with stand-alone electrical device; to discharge Unauthorized user with remote power switch or systems; to prohibit firearm use in restricted areas such as schools and other public places with GPS device and disable the gun trigger by moving it into the locked position with disabling device. In this way, the gun system thwarts gun violence in a reactive mode. The Gun-Control Management system maintains a plurality of database in communication with multiple gun systems to thwarts gun violence in proactive mode.",firearm,title,Gun System and Gun Control Management System Prohibit Gun Violence in Reactive and Proactive,A,,,,A,,,,E,abstract,The CPU of the Gun System executes software with data from the memory to identify authorized users with stand-alone electrical device; to discharge Unauthorized user with remote power switch or systems; to prohibit firearm use in restricted areas such as schools and other public places with GPS device and disable the gun trigger by moving it into the locked position with disabling device.,,E,abstract,The CPU of the Gun System executes software with data from the memory to identify authorized users with stand-alone electrical device; to discharge Unauthorized user with remote power switch or systems; to prohibit firearm use in restricted areas such as schools and other public places with GPS device and disable the gun trigger by moving it into the locked position with disabling device.,,E,abstract,The Gun-Control Management system maintains a plurality of database in communication with multiple gun systems to thwarts gun violence in proactive mode.,,A,,,,A,,,,A,,,,E,abstract,The CPU of the Gun System executes software with data from the memory to identify authorized users with stand-alone electrical device; to discharge Unauthorized user with remote power switch or systems; to prohibit firearm use in restricted areas such as schools and other public places with GPS device and disable the gun trigger by moving it into the locked position with disabling device.,,I,abstract,The Gun-Control Management system maintains a plurality of database in communication with multiple gun systems to thwarts gun violence in proactive mode.,The system transmits to an external destination and separately collects firearm data; transmission of that data is inferred.,2 established; 2 explicit,False,100,0,49.0,49.0,M,1,2,32,[],{},{},10.0,0.0,0.0,14.0,10.0,4.0,0.0,0.0,0.0,10.0,1.0,0.0
