Record ID,title,abstract,domain_category,domain_source,domain_excerpt,F2_status,F2_source,F2_excerpt,F2_reasoning,F3_status,F3_source,F3_excerpt,F3_reasoning,F4_status,F4_source,F4_excerpt,F4_reasoning,F5_status,F5_source,F5_excerpt,F5_reasoning,F6_status,F6_source,F6_excerpt,F6_reasoning,F7_status,F7_source,F7_excerpt,F7_reasoning,F8_status,F8_source,F8_excerpt,F8_reasoning,F2_to_F3_status,F2_to_F3_source,F2_to_F3_excerpt,F2_to_F3_reasoning,F4_to_F3_status,F4_to_F3_source,F4_to_F3_excerpt,F4_to_F3_reasoning,F5_to_F6_status,F5_to_F6_source,F5_to_F6_excerpt,F5_to_F6_reasoning,multi_primary_status,tracking_only,hard_cap,penalty_points,raw_score,final_score,predicted_relevance,explicit_primary_relationships,explicit_primary_features,rank,noise_flags,gate_evidence,penalty_evidence,domain_points,F2_points,F3_points,F4_points,F5_points,F6_points,F7_points,F8_points,F2_to_F3_points,F4_to_F3_points,F5_to_F6_points,multi_primary_points
BC001-CA7B0B221CD0,Firearm security device,"A firearm security device removably connected to at least a portion of a firearm, the firearm security device including a biometric sensor to scan a physical characteristic of a user and send biometric data therefrom, a control unit running a program thereon and connected to the biometric sensor to compare the biometric data received from the biometric sensor to user data to determine whether the user is an authorized user of the firearm, and a locking pin disposed on a trigger bar of the firearm and connected to the control unit to prevent use of the firearm until the control unit determines the user is authorized to use the firearm.",attached_firing_control,abstract,"A firearm security device removably connected to at least a portion of a firearm, the firearm security device including a biometric sensor to scan a physical characteristic of a user and send biometric data therefrom, a control unit running a program thereon and connected to the biometric sensor to compare the biometric data received from the biometric sensor to user data to determine whether the user is an authorized user of the firearm, and a locking pin disposed on a trigger bar of the firearm and connected to the control unit to prevent use of the firearm until the control unit determines the user is authorized to use the firearm.",E,abstract,"A firearm security device removably connected to at least a portion of a firearm, the firearm security device including a biometric sensor to scan a physical characteristic of a user and send biometric data therefrom, a control unit running a program thereon and connected to the biometric sensor to compare the biometric data received from the biometric sensor to user data to determine whether the user is an authorized user of the firearm, and a locking pin disposed on a trigger bar of the firearm and connected to the control unit to prevent use of the firearm until the control unit determines the user is authorized to use the firearm.",,E,abstract,"A firearm security device removably connected to at least a portion of a firearm, the firearm security device including a biometric sensor to scan a physical characteristic of a user and send biometric data therefrom, a control unit running a program thereon and connected to the biometric sensor to compare the biometric data received from the biometric sensor to user data to determine whether the user is an authorized user of the firearm, and a locking pin disposed on a trigger bar of the firearm and connected to the control unit to prevent use of the firearm until the control unit determines the user is authorized to use the firearm.",,A,,,,A,,,,A,,,,A,,,,A,,,,E,abstract,"A firearm security device removably connected to at least a portion of a firearm, the firearm security device including a biometric sensor to scan a physical characteristic of a user and send biometric data therefrom, a control unit running a program thereon and connected to the biometric sensor to compare the biometric data received from the biometric sensor to user data to determine whether the user is an authorized user of the firearm, and a locking pin disposed on a trigger bar of the firearm and connected to the control unit to prevent use of the firearm until the control unit determines the user is authorized to use the firearm.",,A,,,,A,,,,2 established; 2 explicit,False,100,0,50.0,50.0,M,1,2,24,[],{},{},8.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
BC001-D9937732CD71,Special messengerization intelligent recognition is alert to manage device with gun,"The embodiment of the utility model provides a special messengerization intelligent recognition is alert to manage device with gun. The device includes: singlechip, lock body unit, intelligent recognition unit, positioning unit, communication unit and electrical unit. The singlechip is connected with other five units respectively in placing gun in, and the lock body unit includes trigger lock andgun case lock, and the intelligent recognition unit adopts fingerprint identification, and positioning unit adopts the GPS unit, and communication unit includes bluetooth unit and GPRS unit, the fingerprint data of typeeing in advance in intelligent recognition unit collection user's fingerprint and the singlechip are compared, and the singlechip passes through the geographical positional information of GPRS unit real time transport gun according to the switching of comparison result control trigger lock, GPS unit, and electrical unit charges for gun end mains operated through wireless. The utility model discloses can realize alert special messengerization with gun, gun are locked from the hand promptly, are grabbed the unable gun that use of back the other side at gun, utilize the real -time navigation capability to give gun for change after gun are lost.",attached_firing_control,abstract,"The singlechip is connected with other five units respectively in placing gun in, and the lock body unit includes trigger lock andgun case lock, and the intelligent recognition unit adopts fingerprint identification, and positioning unit adopts the GPS unit, and communication unit includes bluetooth unit and GPRS unit, the fingerprint data of typeeing in advance in intelligent recognition unit collection user's fingerprint and the singlechip are compared, and the singlechip passes through the geographical positional information of GPRS unit real time transport gun according to the switching of comparison result control trigger lock, GPS unit, and electrical unit charges for gun end mains operated through wireless.",E,abstract,"The singlechip is connected with other five units respectively in placing gun in, and the lock body unit includes trigger lock andgun case lock, and the intelligent recognition unit adopts fingerprint identification, and positioning unit adopts the GPS unit, and communication unit includes bluetooth unit and GPRS unit, the fingerprint data of typeeing in advance in intelligent recognition unit collection user's fingerprint and the singlechip are compared, and the singlechip passes through the geographical positional information of GPRS unit real time transport gun according to the switching of comparison result control trigger lock, GPS unit, and electrical unit charges for gun end mains operated through wireless.",,E,abstract,"The singlechip is connected with other five units respectively in placing gun in, and the lock body unit includes trigger lock andgun case lock, and the intelligent recognition unit adopts fingerprint identification, and positioning unit adopts the GPS unit, and communication unit includes bluetooth unit and GPRS unit, the fingerprint data of typeeing in advance in intelligent recognition unit collection user's fingerprint and the singlechip are compared, and the singlechip passes through the geographical positional information of GPRS unit real time transport gun according to the switching of comparison result control trigger lock, GPS unit, and electrical unit charges for gun end mains operated through wireless.",,A,,,,A,,,,A,,,,A,,,,A,,,,E,abstract,"The singlechip is connected with other five units respectively in placing gun in, and the lock body unit includes trigger lock andgun case lock, and the intelligent recognition unit adopts fingerprint identification, and positioning unit adopts the GPS unit, and communication unit includes bluetooth unit and GPRS unit, the fingerprint data of typeeing in advance in intelligent recognition unit collection user's fingerprint and the singlechip are compared, and the singlechip passes through the geographical positional information of GPRS unit real time transport gun according to the switching of comparison result control trigger lock, GPS unit, and electrical unit charges for gun end mains operated through wireless.",,A,,,,A,,,,2 established; 2 explicit,True,100,0,50.0,50.0,M,1,2,25,[],{},{},8.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
BC001-927E1F23872F,Firearm system and method thereof,"This invention relates to a firearm system using biometric fingerprint recognition technology to ensure exclusive operation by authorized individuals. The system integrates a distinct fingerprint scanner into the firearm's grip, allowing activation and firing solely by users with registered fingerprints. The design, functioning, and components of the biometric-enabled firearm system, bolstering security and thwarting unauthorized access. The system includes a biometric sensor 102, processor 106, database, user interface, and additional security features such as tamper detection and emergency override. It transforms firearm security by incorporating biometric authentication technology, setting a new standard for safety, accountability, and traceability in firearm usage.",firearm,title,Firearm system and method thereof,E,abstract,This invention relates to a firearm system using biometric fingerprint recognition technology to ensure exclusive operation by authorized individuals.,,I,abstract,"The system integrates a distinct fingerprint scanner into the firearm's grip, allowing activation and firing solely by users with registered fingerprints.","Firearm firing control is stated alongside user authorization in the title/abstract, but their dependency is not explicit in this excerpt.",A,,,,E,abstract,"It transforms firearm security by incorporating biometric authentication technology, setting a new standard for safety, accountability, and traceability in firearm usage.",,E,abstract,"The system includes a biometric sensor 102, processor 106, database, user interface, and additional security features such as tamper detection and emergency override.",,A,,,,A,,,,C,abstract,This invention relates to a firearm system using biometric fingerprint recognition technology to ensure exclusive operation by authorized individuals.,,A,,,,C,abstract,"The system includes a biometric sensor 102, processor 106, database, user interface, and additional security features such as tamper detection and emergency override.",,3 established; 2 explicit,False,100,0,43.6,43.6,M,0,2,26,[],{},{},10.0,12.0,5.6,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
BC001-6624A50B3BD2,trigger Lock System with Digital Fireweapons Sensor,"TRIGGER LOCK SYSTEM WITH DIGITAL FIRE ENGINE SENSOR. The electronic firearm lock system reads the fingerprint of the finger, confronts this information with your database, and authorizes people to fire with the gun. The latching system is constituted by a digital sensor (2), which will read the fingerprint. The information will be analyzed by a microcontroller (3) who will decide whether or not the person is allowed to fire. The decision will be sent to a microtrigger (4) which, if the user is authorized, will release the trigger (6). If the user squeezes it, the user will be displaced necessary to displace the trigger rod, with the dog disarming and triggering the projectile. If the user is not allowed to use, the trigger (6) will not be released.",attached_firing_control,title,trigger Lock System with Digital Fireweapons Sensor,E,abstract,"The electronic firearm lock system reads the fingerprint of the finger, confronts this information with your database, and authorizes people to fire with the gun.",,E,abstract,"The decision will be sent to a microtrigger (4) which, if the user is authorized, will release the trigger (6).",,A,,,,A,,,,E,abstract,"The electronic firearm lock system reads the fingerprint of the finger, confronts this information with your database, and authorizes people to fire with the gun.",,A,,,,A,,,,I,abstract,"The decision will be sent to a microtrigger (4) which, if the user is authorized, will release the trigger (6).",User authorization governs firing and biometric identification is stated; the biometric result is inferred to supply that authorization.,A,,,,A,,,,2 established; 2 explicit,False,100,0,43.5,43.5,M,0,2,27,[],{},{},8.0,12.0,16.0,0.0,0.0,4.0,0.0,0.0,3.5,0.0,0.0,0.0
BC001-22C7B3E18472,Weapon trigger interlock and monitoring system,"A firearm activation and monitoring system which tracks, monitors, and automatically prevents a firearm from firing when a user is not in a suitable state of mind or is not an authorized user, as well as a method for activating and monitoring a firearm. The firearm activation and monitoring system generally comprises a firearm having a trigger and grip area, a plurality of biometric sensors located on the grip area which measure biometric data of a user, a trigger interlock, and a main microcontroller. The trigger interlock prevents the trigger from firing the firearm when the trigger interlock is in its normal or default position. To unlock the trigger, the user holds the grip area to activate the biometric sensors, and if the user is in an acceptable mental state, the main microcontroller will send an electrical signal to the trigger interlock, which unlocks the trigger and allows the user to pull the trigger of the firearm.",firearm,title,Weapon trigger interlock and monitoring system,I,abstract,"The firearm activation and monitoring system generally comprises a firearm having a trigger and grip area, a plurality of biometric sensors located on the grip area which measure biometric data of a user, a trigger interlock, and a main microcontroller.",Biometric sensing and user authorization are stated in separate sentences; identification use is inferred.,E,abstract,"A firearm activation and monitoring system which tracks, monitors, and automatically prevents a firearm from firing when a user is not in a suitable state of mind or is not an authorized user, as well as a method for activating and monitoring a firearm.",,A,,,,E,abstract,"A firearm activation and monitoring system which tracks, monitors, and automatically prevents a firearm from firing when a user is not in a suitable state of mind or is not an authorized user, as well as a method for activating and monitoring a firearm.",,A,,,,A,,,,A,,,,C,abstract,"The firearm activation and monitoring system generally comprises a firearm having a trigger and grip area, a plurality of biometric sensors located on the grip area which measure biometric data of a user, a trigger interlock, and a main microcontroller.",,A,,,,A,,,,3 established; 2 explicit,False,100,0,42.2,42.2,M,0,2,28,[],{},{},10.0,4.2,16.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
BC001-7A39832F955A,"Securing mechanisms for preventing access to a firearm by unauthorized users, and safety housings for use therewith","A securing mechanism for use in a holster, gun safe, base station, recharging/docking station, gun rack, or other safety housing for a firearm or other item, including one or more retaining members that engage the trigger guard, barrel, or other part of the firearm to prevent withdrawal of the firearm from the safety housing by anyone other than an authorized user of the firearm. The securing mechanism includes a biometric identification mechanism such as a fingerprint sensor for scanning fingerprint information of a prospective user of the firearm, and a processor for comparing the scanned biometric information with stored biometric information of an authorized user and releasing the retaining member only if the scanned biometric information matches that of the authorized user.",firearm,title,"Securing mechanisms for preventing access to a firearm by unauthorized users, and safety housings for use therewith",E,abstract,"The securing mechanism includes a biometric identification mechanism such as a fingerprint sensor for scanning fingerprint information of a prospective user of the firearm, and a processor for comparing the scanned biometric information with stored biometric information of an authorized user and releasing the retaining member only if the scanned biometric information matches that of the authorized user.",,E,abstract,"A securing mechanism for use in a holster, gun safe, base station, recharging/docking station, gun rack, or other safety housing for a firearm or other item, including one or more retaining members that engage the trigger guard, barrel, or other part of the firearm to prevent withdrawal of the firearm from the safety housing by anyone other than an authorized user of the firearm.",,A,,,,A,,,,A,,,,A,,,,A,,,,I,abstract,"A securing mechanism for use in a holster, gun safe, base station, recharging/docking station, gun rack, or other safety housing for a firearm or other item, including one or more retaining members that engage the trigger guard, barrel, or other part of the firearm to prevent withdrawal of the firearm from the safety housing by anyone other than an authorized user of the firearm.",User authorization governs firing and biometric identification is stated; the biometric result is inferred to supply that authorization.,A,,,,A,,,,2 established; 2 explicit,False,100,0,41.5,41.5,M,0,2,29,[],{},{},10.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0
BC001-EC06FA2CBD2B,Fingerprint collection device for access control and personal weapons and other systems controlled thereby,"The numerical aperture (NA) of the optical fiber is reduced to allow the cross-lighting phenomenon of the optical fiber prism assembly to be tolerated so as not to exceed 0.5 if possible. A substantial portion of the light travels along the optical fiber based on a fine image, such as a fingerprint, at an input end of the assembly. At the assembly output, a detector responds to the electrical signal arrangement based on the surface undulations. These signals are processed to check the identity of fingerprints or the like, as well as used to control access to personal weapons, other equipment, facilities, data, or money services. As much as possible, the assembly uses a separation element such as, for example, an optical fiber taper (through which the input light does not cross) that is high NA due to out-of-area absorption of the EMA material. In the case of weapons, an anti-oversight module (which matches the weapon port and must also be cosmetically embodied) holds a portion of the access control and firing system. Bullets and the like are fired only when a specific signal is generated from the module.",attached_firing_control,abstract,"In the case of weapons, an anti-oversight module (which matches the weapon port and must also be cosmetically embodied) holds a portion of the access control and firing system.",I,title,Fingerprint collection device for access control and personal weapons and other systems controlled thereby,Biometric sensing and user authorization are stated in separate sentences; identification use is inferred.,E,abstract,"In the case of weapons, an anti-oversight module (which matches the weapon port and must also be cosmetically embodied) holds a portion of the access control and firing system.",,A,,,,E,title,Fingerprint collection device for access control and personal weapons and other systems controlled thereby,,A,,,,A,,,,A,,,,C,title,Fingerprint collection device for access control and personal weapons and other systems controlled thereby,,A,,,,A,,,,3 established; 2 explicit,False,100,0,40.2,40.2,M,0,2,30,[],{},{},8.0,4.2,16.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
BC001-412B4822AEC2,"An improved firearm repository, security and access control system","The present invention discloses a firearm access control system comprises at least one firearm repository (100) having a rack structure defining one or more cartridge storages (108) for accommodating one or more firearms, a locking mechanism (106) for locking the cartridge storages (108), a biometric input device (101) for obtaining biometric information from a user, a chip reader (102) for reading chip, and a control unit (107) for processing data and actuating the locking mechanism (106), and a computer server (200) linked to the control unit (107) via a communication network (300), configured to collect data information from the control unit (107), to authenticate the user by comparing the biometric information with those pre-stored in a database (202), upon successful authentication, the computer server (200) further checks and verifies the user?s authority, and followed by instructing the locking mechanism (106) to release firearm that carries the assigned chip (102) via the control unit (107).",firearm,title,"An improved firearm repository, security and access control system",E,abstract,"The present invention discloses a firearm access control system comprises at least one firearm repository (100) having a rack structure defining one or more cartridge storages (108) for accommodating one or more firearms, a locking mechanism (106) for locking the cartridge storages (108), a biometric input device (101) for obtaining biometric information from a user, a chip reader (102) for reading chip, and a control unit (107) for processing data and actuating the locking mechanism (106), and a computer server (200) linked to the control unit (107) via a communication network (300), configured to collect data information from the control unit (107), to authenticate the user by comparing the biometric information with those pre-stored in a database (202), upon successful authentication, the computer server (200) further checks and verifies the user?",,A,,,,A,,,,E,abstract,"The present invention discloses a firearm access control system comprises at least one firearm repository (100) having a rack structure defining one or more cartridge storages (108) for accommodating one or more firearms, a locking mechanism (106) for locking the cartridge storages (108), a biometric input device (101) for obtaining biometric information from a user, a chip reader (102) for reading chip, and a control unit (107) for processing data and actuating the locking mechanism (106), and a computer server (200) linked to the control unit (107) via a communication network (300), configured to collect data information from the control unit (107), to authenticate the user by comparing the biometric information with those pre-stored in a database (202), upon successful authentication, the computer server (200) further checks and verifies the user?",,E,abstract,"The present invention discloses a firearm access control system comprises at least one firearm repository (100) having a rack structure defining one or more cartridge storages (108) for accommodating one or more firearms, a locking mechanism (106) for locking the cartridge storages (108), a biometric input device (101) for obtaining biometric information from a user, a chip reader (102) for reading chip, and a control unit (107) for processing data and actuating the locking mechanism (106), and a computer server (200) linked to the control unit (107) via a communication network (300), configured to collect data information from the control unit (107), to authenticate the user by comparing the biometric information with those pre-stored in a database (202), upon successful authentication, the computer server (200) further checks and verifies the user?",,A,,,,A,,,,A,,,,A,,,,E,abstract,"The present invention discloses a firearm access control system comprises at least one firearm repository (100) having a rack structure defining one or more cartridge storages (108) for accommodating one or more firearms, a locking mechanism (106) for locking the cartridge storages (108), a biometric input device (101) for obtaining biometric information from a user, a chip reader (102) for reading chip, and a control unit (107) for processing data and actuating the locking mechanism (106), and a computer server (200) linked to the control unit (107) via a communication network (300), configured to collect data information from the control unit (107), to authenticate the user by comparing the biometric information with those pre-stored in a database (202), upon successful authentication, the computer server (200) further checks and verifies the user?",,2 established; 2 explicit,False,100,0,40.0,40.0,M,0,2,31,[],{},{},10.0,12.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0
BC001-3FEDD335FFC6,Firearm safety system,A firearm safety system restricts the use of the firearm by reference to biometric data received by a sensor (23) coupled to the firearm trigger (26). The biometric data is compared to at least one record of biometric data associated with a permitted user to determine whether firearm actuation is permitted. Firearm actuation is controlled by an anchor (24) that is pivotally coupled to the firearm trigger (26). Firearm actuation is prevented when the anchor is extended between the trigger (26) and the trigger aperture (21). Firearm actuation is permited when the anchor (24) is retracted in response to a positive identification by the sensor (23).,firearm,title,Firearm safety system,E,abstract,The biometric data is compared to at least one record of biometric data associated with a permitted user to determine whether firearm actuation is permitted.,,I,abstract,A firearm safety system restricts the use of the firearm by reference to biometric data received by a sensor (23) coupled to the firearm trigger (26).,"Firearm firing control is stated alongside user authorization in the title/abstract, but their dependency is not explicit in this excerpt.",A,,,,E,abstract,The biometric data is compared to at least one record of biometric data associated with a permitted user to determine whether firearm actuation is permitted.,,A,,,,A,,,,A,,,,C,abstract,A firearm safety system restricts the use of the firearm by reference to biometric data received by a sensor (23) coupled to the firearm trigger (26).,,A,,,,A,,,,3 established; 2 explicit,False,100,0,39.6,39.6,M,0,2,32,[],{},{},10.0,12.0,5.6,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
BC001-933E6016FD63,Sniper rifle,"The utility model relates to the field of creating a special sniper rifle for conducting targeted operations against enemy terrorist groups near our border and within the country, and also is capable of engaging low-flying air targets (helicopters, UAVs), external equipment of enemy tanks and armored personnel carriers, snipers and is a weapon of small airborne units, long-range infantry reconnaissance groups, etc. In the 75 years since the end of the Second World War, many different models of sniper rifles have been created in the world. This firearm device contains a means of protection against firing by an unregistered person, and has a means of information storage consisting of an image in an electronic system for controlling the firing from the presented weapon, and also stores a special code connected to each bullet fired and a laser system for forming a laser beam that ignites the charge for firing the bullet. Furthermore, the means for protecting the weapon contains physical information intended for allowing the firing from this firearm. Here, physical information is the fingerprint of a person about to use a given firearm, through which that person can be identified. The inventive firearm device comprises a digital camera, a microphone for recording sound and a clock for recording real time, wherein the instruments are mounted along the barrel for recording images used for firing shots and said information gathering means are arranged on the rear working surface of the weapon handle element. The utility model relates to the field of creating a special sniper rifle for conducting targeted operations against enemy terrorist groups near our border and within the country, and also is capable of engaging low-flying air targets (helicopters, UAVs), external equipment of enemy tanks and armored personnel carriers, snipers and is a weapon of small airborne units, long-range infantry reconnaissance groups, etc. In the 75 years since the end of World War II, the world has produced many different models of sniper rifles. The inventive firearm device comprises a means for protecting against firing by an unregistered person and comprises an information storing means which consists of an image contained in an electronic system for controlling the firing of the presented weapon and stores a special code connected to each fired bullet and a laser system for forming a laser beam igniting the bullet firing charge. Furthermore, the means for protecting a firearm comprises physical information intended for permitting the firing of the firearm in question. Here, physical information is the fingerprint of a person about to use a given firearm, through which that person can be identified. The inventive firearm device comprises a digital camera, a microphone for recording sound and a clock for recording real time, wherein the instruments are mounted along the barrel for recording images used for firing shots and said information gathering means are arranged on the rear working surface of the weapon handle element.",firearm,title,Sniper rifle,E,abstract,"Here, physical information is the fingerprint of a person about to use a given firearm, through which that person can be identified.",,I,abstract,"This firearm device contains a means of protection against firing by an unregistered person, and has a means of information storage consisting of an image in an electronic system for controlling the firing from the presented weapon, and also stores a special code connected to each bullet fired and a laser system for forming a laser beam that ignites the charge for firing the bullet.","Firearm firing control is stated alongside user authorization in the title/abstract, but their dependency is not explicit in this excerpt.",A,,,,E,abstract,"The inventive firearm device comprises a digital camera, a microphone for recording sound and a clock for recording real time, wherein the instruments are mounted along the barrel for recording images used for firing shots and said information gathering means are arranged on the rear working surface of the weapon handle element.",,A,,,,A,,,,A,,,,C,abstract,"Here, physical information is the fingerprint of a person about to use a given firearm, through which that person can be identified.",,A,,,,A,,,,3 established; 2 explicit,False,100,0,39.6,39.6,M,0,2,33,[],{},{},10.0,12.0,5.6,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
BC001-9ABAC4743433,Firearm safety system,A firearm safety system restricts the use of the firearm by reference to biometric data received by a sensor coupled to the firearm trigger. The biometric data is compared to at least one record of biometric data associated with a permitted user to determine whether firearm actuation is permitted. Firearm actuation is controlled by an anchor that is pivotally coupled to the firearm trigger. Firearm actuation is prevented when the anchor is extended between the trigger and the trigger aperture. Firearm actuation is permitted when the anchor is retracted in response to a positive identification by the sensor.,firearm,title,Firearm safety system,E,abstract,The biometric data is compared to at least one record of biometric data associated with a permitted user to determine whether firearm actuation is permitted.,,I,abstract,A firearm safety system restricts the use of the firearm by reference to biometric data received by a sensor coupled to the firearm trigger.,"Firearm firing control is stated alongside user authorization in the title/abstract, but their dependency is not explicit in this excerpt.",A,,,,E,abstract,The biometric data is compared to at least one record of biometric data associated with a permitted user to determine whether firearm actuation is permitted.,,A,,,,A,,,,A,,,,C,abstract,A firearm safety system restricts the use of the firearm by reference to biometric data received by a sensor coupled to the firearm trigger.,,A,,,,A,,,,3 established; 2 explicit,False,100,0,39.6,39.6,M,0,2,34,[],{},{},10.0,12.0,5.6,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
BC001-026F42CE8F7A,Gun inspection room system based on face recognition and voiceprint recognition,"The invention provides a gun inspection room system based on face recognition and voiceprint recognition. The gun inspection room system based on face recognition and voiceprint recognition comprises a sound insulation room which is provided with a sound insulation mechanism, an access control device which is arranged at the entrance of the sound insulation room and comprises face recognition or/and voiceprint recognition, a gun model acquisition device which is arranged in the sound insulation room and is used for acquiring the model of the gun to be inspected, a recording device which comprises a microphone array and is used for extracting the audio signals of which the distances are within a preset threshold range as audio signals to be identified, and an audio comparison device which stores a standard gun inspection audio signal database associated with different types of guns and is used for calling the standard gun inspection audio signals of the types of the guns to be inspected, comparing the audio signals to be identified with the standard gun inspection audio signals and judging whether the gun inspection action is completed or not.",firearm,title,Gun inspection room system based on face recognition and voiceprint recognition,E,title,Gun inspection room system based on face recognition and voiceprint recognition,,A,,,,A,,,,E,abstract,"The gun inspection room system based on face recognition and voiceprint recognition comprises a sound insulation room which is provided with a sound insulation mechanism, an access control device which is arranged at the entrance of the sound insulation room and comprises face recognition or/and voiceprint recognition, a gun model acquisition device which is arranged in the sound insulation room and is used for acquiring the model of the gun to be inspected, a recording device which comprises a microphone array and is used for extracting the audio signals of which the distances are within a preset threshold range as audio signals to be identified, and an audio comparison device which stores a standard gun inspection audio signal database associated with different types of guns and is used for calling the standard gun inspection audio signals of the types of the guns to be inspected, comparing the audio signals to be identified with the standard gun inspection audio signals and judging whether the gun inspection action is completed or not.",,E,abstract,"The gun inspection room system based on face recognition and voiceprint recognition comprises a sound insulation room which is provided with a sound insulation mechanism, an access control device which is arranged at the entrance of the sound insulation room and comprises face recognition or/and voiceprint recognition, a gun model acquisition device which is arranged in the sound insulation room and is used for acquiring the model of the gun to be inspected, a recording device which comprises a microphone array and is used for extracting the audio signals of which the distances are within a preset threshold range as audio signals to be identified, and an audio comparison device which stores a standard gun inspection audio signal database associated with different types of guns and is used for calling the standard gun inspection audio signals of the types of the guns to be inspected, comparing the audio signals to be identified with the standard gun inspection audio signals and judging whether the gun inspection action is completed or not.",,A,,,,A,,,,A,,,,A,,,,C,abstract,"The gun inspection room system based on face recognition and voiceprint recognition comprises a sound insulation room which is provided with a sound insulation mechanism, an access control device which is arranged at the entrance of the sound insulation room and comprises face recognition or/and voiceprint recognition, a gun model acquisition device which is arranged in the sound insulation room and is used for acquiring the model of the gun to be inspected, a recording device which comprises a microphone array and is used for extracting the audio signals of which the distances are within a preset threshold range as audio signals to be identified, and an audio comparison device which stores a standard gun inspection audio signal database associated with different types of guns and is used for calling the standard gun inspection audio signals of the types of the guns to be inspected, comparing the audio signals to be identified with the standard gun inspection audio signals and judging whether the gun inspection action is completed or not.",,2 established; 2 explicit,False,100,0,36.0,36.0,M,0,2,35,[],{},{},10.0,12.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
BC001-1D9489637485,Internet of things based position tracking intergration weapon management system,"A location tracking type integrated weapon management system based on internet of things includes: at least one field arsenal which stores weapons such as firearms or magazines; a field manager terminal which stores information related to an approval of carry-out of weapons in a DB; and a remote responsible person terminal which receives, stores, and monitors the related information stored by the field manager terminal. The related information includes identification information of carry-out of a weapon and weapon information; information related to the weapon is read and transmitted by a reader by attaching an NFC tag for recognition to the weapon; an identification process is performed by a face recognition device about a person who returns the carry-out of the weapon; and situations of carry-in and carry-out of the weapon are recorded by attaching a camera capable of photographing an area around the field arsenal. The field manager terminal enables an approval process after identification by receiving identification information by the face recognition device; a GPS module is mounted in the weapon; the real-time location of carry-out of the weapon is grasped by displaying the location information of carry-out of the weapon through the GPS module on a GIS map; a wired/wireless service is possible in all positions capable of internet by building a clouding system connected to an integrated management server between the field manager terminal and the remote responsible person terminal; and a system can be expanded without stopping a service.",firearm,title,Internet of things based position tracking intergration weapon management system,E,abstract,The related information includes identification information of carry-out of a weapon and weapon information; information related to the weapon is read and transmitted by a reader by attaching an NFC tag for recognition to the weapon; an identification process is performed by a face recognition device about a person who returns the carry-out of the weapon; and situations of carry-in and carry-out of the weapon are recorded by attaching a camera capable of photographing an area around the field arsenal.,,A,,,,A,,,,E,title,Internet of things based position tracking intergration weapon management system,,E,abstract,The field manager terminal enables an approval process after identification by receiving identification information by the face recognition device; a GPS module is mounted in the weapon; the real-time location of carry-out of the weapon is grasped by displaying the location information of carry-out of the weapon through the GPS module on a GIS map; a wired/wireless service is possible in all positions capable of internet by building a clouding system connected to an integrated management server between the field manager terminal and the remote responsible person terminal; and a system can be expanded without stopping a service.,,A,,,,A,,,,A,,,,A,,,,C,abstract,The field manager terminal enables an approval process after identification by receiving identification information by the face recognition device; a GPS module is mounted in the weapon; the real-time location of carry-out of the weapon is grasped by displaying the location information of carry-out of the weapon through the GPS module on a GIS map; a wired/wireless service is possible in all positions capable of internet by building a clouding system connected to an integrated management server between the field manager terminal and the remote responsible person terminal; and a system can be expanded without stopping a service.,,2 established; 2 explicit,True,100,0,36.0,36.0,M,0,2,36,[],{},{},10.0,12.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
